Nom,Lien,Prix,Lieu,Taille,Taille_terrain,Pieces
"Etables/mer, maison à vendre à 250 m de la plage",https://www.etreproprio.com/immobilier-23277617-vente-etablesmer-maison-a-vendre-a-250-m-de-la-plage-etables-sur-mer,457 600,Etables-Sur-Mer 22680,247,1 367,7
Maison traditionnelle proche plages et commerces,https://www.etreproprio.com/immobilier-23273750-vente-maison-traditionnelle-proche-plages-et-commerces-etables-sur-mer,375 000,Etables-Sur-Mer 22680,130,1 327,6
Maison 56m² à etables-sur-mer,https://www.etreproprio.com/immobilier-23232274-vente-maison-56m-a-etables-sur-mer-etables-sur-mer,270 000,Etables-Sur-Mer 22680,56,,3
"Grande maison sur les hauteurs de  binic, avec vue mer.",https://www.etreproprio.com/immobilier-23230404-vente-grande-maison-sur-les-hauteurs-de-binic-avec-vue-mer-etables-sur-mer,607 840,Etables-Sur-Mer 22520,148,1 600,6
Propriété d’exception à étables-sur-mer,https://www.etreproprio.com/immobilier-23214124-vente-propriete-d-exception-a-etables-sur-mer-etables-sur-mer,1 144 000,Etables-Sur-Mer 22680,248,5 470,7
Maison 165m² à etables-sur-mer,https://www.etreproprio.com/immobilier-23190201-vente-maison-165m-a-etables-sur-mer-etables-sur-mer,632 000,Etables-Sur-Mer 22680,165,774,10
Maison binic etables sur mer 8 pièce(s) 197 m2,https://www.etreproprio.com/immobilier-23153300-vente-maison-binic-etables-sur-mer-8-pieces-197-m2-etables-sur-mer,336 800,Etables-Sur-Mer 22680,197,565,8
"Etables, maison neuve de 144m² à vendre",https://www.etreproprio.com/immobilier-19968560-vente-etables-maison-neuve-de-144m-a-vendre-etables-sur-mer,498 500,Etables-Sur-Mer 22680,144,506,5
"Maison familiale vue mer, centre et plage à pied",https://www.etreproprio.com/immobilier-22934654-vente-maison-familiale-vue-mer-centre-et-plage-a-pied-etables-sur-mer,548 800,Etables-Sur-Mer 22520,148,1 604,6
Maison récente sur binic proche commodités au calme,https://www.etreproprio.com/immobilier-22567986-vente-maison-recente-sur-binic-proche-commodites-au-calme-etables-sur-mer,384 560,Etables-Sur-Mer 22520,119,637,7
Ensemble immobilier en pierre centre d'etables,https://www.etreproprio.com/immobilier-22762204-vente-ensemble-immobilier-en-pierre-centre-d-etables-etables-sur-mer,599 140,Etables-Sur-Mer 22680,227,1 863,8
Charmante maison a pied des plages,https://www.etreproprio.com/immobilier-22719142-vente-charmante-maison-a-pied-des-plages-etables-sur-mer,299 200,Etables-Sur-Mer 22520,150,1 020,7
Maison 121m² à etables-sur-mer,https://www.etreproprio.com/immobilier-22598970-vente-maison-121m-a-etables-sur-mer-etables-sur-mer,295 000,Etables-Sur-Mer 22680,121,1 000,7
Maison moderne incroyable! 4 chambres,https://www.etreproprio.com/immobilier-22199894-vente-maison-moderne-incroyable-4-chambres-etables-sur-mer,699 920,Etables-Sur-Mer 22680,144,460,6
"Exceptionnelle maison de standing à etables sur mer, piscine et spa",https://www.etreproprio.com/immobilier-22138753-vente-exceptionnelle-maison-de-standing-a-etables-sur-mer-piscine-et-spa-etables-sur-mer,699 000,Etables-Sur-Mer 22680,147,415,6
Villa rénovée 6 pièces cap d'erquy,https://www.etreproprio.com/immobilier-23615557-vente-villa-renovee-6-pieces-cap-d-erquy-erquy,696 800,Erquy 22430,155,850,6
"Erquy 22430, idéalement située au calme et à 900 mètres des commerces, maison de 113 m2 sur sous-sol",https://www.etreproprio.com/immobilier-23492312-vente-erquy-22430-idealement-situee-au-calme-et-a-900-metres-des-commerces-maison-de-113-m2-sur-sous-sol-erquy,364 000,Erquy 22430,113,757,6
Maison 144m² à erquy,https://www.etreproprio.com/immobilier-22417768-vente-maison-144m-a-erquy-erquy,350 000,Erquy 22430,144,2 398,6
Maison erquy 6 pièce(s) 169 m2,https://www.etreproprio.com/immobilier-23444072-vente-maison-erquy-6-pieces-169-m2-erquy,513 520,Erquy 22430,169,182,6
Maison 65m² à erquy,https://www.etreproprio.com/immobilier-23388580-vente-maison-65m-a-erquy-erquy,249 480,Erquy 22430,65,855,3
"Erquy, à 500 mètres du centre ville maison lumineuse de 191 m2 habitable",https://www.etreproprio.com/immobilier-20712023-vente-erquy-a-500-metres-du-centre-ville-maison-lumineuse-de-191-m2-habitable-erquy,488 800,Erquy 22430,191,,8
Maison 224m² à erquy,https://www.etreproprio.com/immobilier-23350298-vente-maison-224m-a-erquy-erquy,1 098 000,Erquy 22430,224,1 720,7
"Vente maison 86 m²,  3 chambres, erquy (22430)",https://www.etreproprio.com/immobilier-23274583-vente-vente-maison-86-m-3-chambres-erquy-22430-erquy,358 000,Erquy 22430,86,,4
"Vente maison 3 chambres, 85 m², erquy (22430)",https://www.etreproprio.com/immobilier-23274584-vente-vente-maison-3-chambres-85-m-erquy-22430-erquy,358 000,Erquy 22430,85,,4
"Vente maison 4 chambres, 96 m², erquy ( 22430)",https://www.etreproprio.com/immobilier-23274586-vente-vente-maison-4-chambres-96-m-erquy-22430-erquy,399 000,Erquy 22430,96,,5
"Vente maison 4 chambres, 94 m², erquy ( 22430)",https://www.etreproprio.com/immobilier-23274585-vente-vente-maison-4-chambres-94-m-erquy-22430-erquy,395 000,Erquy 22430,94,,5
Résidence terra verde,https://www.etreproprio.com/immobilier-23072148-vente-residence-terra-verde-erquy,345 000,Erquy 22430,67,72,3
Maison 160m² à erquy,https://www.etreproprio.com/immobilier-23031238-vente-maison-160m-a-erquy-erquy,517 000,Erquy 22430,160,615,8
Maison 230m² à erquy,https://www.etreproprio.com/immobilier-21766766-vente-maison-230m-a-erquy-erquy,699 000,Erquy 22430,230,10 349,9
Erquy 22430. villa de 1926 proximité plage et commerces,https://www.etreproprio.com/immobilier-22946932-vente-erquy-22430-villa-de-1926-proximite-plage-et-commerces-erquy,540 800,Erquy 22430,120,,6
Maison 160m² à erquy,https://www.etreproprio.com/immobilier-22920592-vente-maison-160m-a-erquy-erquy,520 000,Erquy 22430,160,615,8
Erquy 22430. charmante maison des années 50 de 160 m2,https://www.etreproprio.com/immobilier-22906997-vente-erquy-22430-charmante-maison-des-annees-50-de-160-m2-erquy,520 000,Erquy 22430,160,615,7
Propriété vue mer panoramique,https://www.etreproprio.com/immobilier-19141975-vente-propriete-vue-mer-panoramique-erquy,648 750,Erquy 22430,131,615,6
Erquy - lanruen,https://www.etreproprio.com/immobilier-22875729-vente-erquy-lanruen-erquy,270 400,Erquy 22430,68,251,4
Maison neuve 147m2 à erquy les hôpitaux   4 chambres - 2 km des plages,https://www.etreproprio.com/immobilier-21852320-vente-maison-neuve-147m2-a-erquy-les-hopitaux-4-chambres-2-km-des-plages-erquy,590 000,Erquy 22430,147,608,7
Etables sur mer : a vendre maison,https://www.etreproprio.com/immobilier-22317669-vente-etables-sur-mer-a-vendre-maison-etables-sur-mer,270 000,Etables-Sur-Mer 22680,80,752,6
"Binic, maison à vendre, beau potentiel",https://www.etreproprio.com/immobilier-18850611-vente-binic-maison-a-vendre-beau-potentiel-etables-sur-mer,591 660,Etables-Sur-Mer 22520,125,2 600,6
"500m du bourg d'etables sur mer, maison neuve 4 chambres",https://www.etreproprio.com/immobilier-22138748-vente-500m-du-bourg-d-etables-sur-mer-maison-neuve-4-chambres-etables-sur-mer,499 000,Etables-Sur-Mer 22680,145,506,6
"A etables-sur-mer, magnifique propriete vue mer sur un parc arbore  réf : 202533",https://www.etreproprio.com/immobilier-21872015-vente-a-etables-sur-mer-magnifique-propriete-vue-mer-sur-un-parc-arbore-ref-202533-etables-sur-mer,1 868 400,Etables-Sur-Mer 22680,194,6 701,6
Maison binic  7 pièce(s) 132.35 m2,https://www.etreproprio.com/immobilier-21701379-vente-maison-binic-7-pieces-13235-m2-etables-sur-mer,289 280,Etables-Sur-Mer 22520,132,765,7
Binic-etables sur mer,https://www.etreproprio.com/immobilier-21302524-vente-binic-etables-sur-mer-etables-sur-mer,428 500,Etables-Sur-Mer 22680,99,531,4
"Etables sur mer, tout à pied !",https://www.etreproprio.com/immobilier-18713043-vente-etables-sur-mer-tout-a-pied-etables-sur-mer,448 060,Etables-Sur-Mer 22680,120,1 185,5
Etables sur mer ! potentiel ++ !!!!!!!!!!!!!!!,https://www.etreproprio.com/immobilier-19800902-vente-etables-sur-mer-potentiel-etables-sur-mer,232 320,Etables-Sur-Mer 22680,84,282,
Etables sur mer - la plage et le bourg à pied,https://www.etreproprio.com/immobilier-18941247-vente-etables-sur-mer-la-plage-et-le-bourg-a-pied-etables-sur-mer,375 840,Etables-Sur-Mer 22680,92,627,4
Maison binic etables sur mer 5 pièce(s) 150 m2,https://www.etreproprio.com/immobilier-18518055-vente-maison-binic-etables-sur-mer-5-pieces-150-m2-etables-sur-mer,224 650,Etables-Sur-Mer 22680,137,276,5
Maison 144m² à dinan,https://www.etreproprio.com/immobilier-23141711-vente-maison-144m-a-dinan-dinan,698 250,Dinan 22100,144,365,5
Maison i dinan i 4 chambres i 102 m2 i dpe c,https://www.etreproprio.com/immobilier-23354164-vente-maison-i-dinan-i-4-chambres-i-102-m2-i-dpe-c-dinan,375 000,Dinan 22100,102,,5
Maison traditionnelle aux portes de dinan,https://www.etreproprio.com/immobilier-21788332-vente-maison-traditionnelle-aux-portes-de-dinan-dinan,288 200,Dinan 22100,118,1 900,5
Maison 113m² à dinan,https://www.etreproprio.com/immobilier-23337200-vente-maison-113m-a-dinan-dinan,371 520,Dinan 22100,113,380,6
Maison dinan 7 pièce(s) 156 m2,https://www.etreproprio.com/immobilier-23304002-vente-maison-dinan-7-pieces-156-m2-dinan,472 500,Dinan 22100,156,3 000,7
Belle propriété de 390 m² habitables avec dépendances et parc arboré,https://www.etreproprio.com/immobilier-23291284-vente-belle-propriete-de-390-m-habitables-avec-dependances-et-parc-arbore-dinan,1 019 200,Dinan 22100,390,23 761,14
Maison dinan 180 m²,https://www.etreproprio.com/immobilier-22252952-vente-maison-dinan-180-m-dinan,286 500,Dinan 22100,180,511,6
Maison 156m² à dinan,https://www.etreproprio.com/immobilier-23277414-vente-maison-156m-a-dinan-dinan,598 500,Dinan 22100,156,990,4
Maison 66m² à dinan,https://www.etreproprio.com/immobilier-22478276-vente-maison-66m-a-dinan-dinan,214 000,Dinan 22100,66,470,3
Maison  t4  112 m² avec jardin,https://www.etreproprio.com/immobilier-23262530-vente-maison-t4-112-m-avec-jardin-dinan,371 520,Dinan 22100,112,380,4
Maison 112m² à dinan,https://www.etreproprio.com/immobilier-21624393-vente-maison-112m-a-dinan-dinan,325 500,Dinan 22100,112,391,4
Maison 166m² à dinan,https://www.etreproprio.com/immobilier-23229302-vente-maison-166m-a-dinan-dinan,540 000,Dinan 22100,166,1 811,6
Maison plain-pied  à 10 min de dinan,https://www.etreproprio.com/immobilier-23230400-vente-maison-plain-pied-a-10-min-de-dinan-dinan,208 552,Dinan 22100,63,462,5
Dinan centre ville historique - maison de caractère de 236 m,https://www.etreproprio.com/immobilier-23236075-vente-dinan-centre-ville-historique-maison-de-caractere-de-236-m-dinan,978 500,Dinan 22100,236,320,8
Maison 176m² à dinan,https://www.etreproprio.com/immobilier-21900137-vente-maison-176m-a-dinan-dinan,437 000,Dinan 22100,176,1 143,9
Maison 98m² à dinan,https://www.etreproprio.com/immobilier-23220697-vente-maison-98m-a-dinan-dinan,273 400,Dinan 22100,98,256,5
À vendre chez christelle mesnage – dinan centre-ville. belle,https://www.etreproprio.com/immobilier-23223722-vente-a-vendre-chez-christelle-mesnage-dinan-centre-ville-belle-dinan,1 339 000,Dinan 22100,483,503,14
Maison dinan 5 pièce(s) 93 m2,https://www.etreproprio.com/immobilier-22232484-vente-maison-dinan-5-pieces-93-m2-dinan,252 000,Dinan 22100,93,447,5
Maison de maitre 110 m² plouer sur rance,https://www.etreproprio.com/immobilier-21745579-vente-maison-de-maitre-110-m-plouer-sur-rance-dinan,351 080,Dinan 22100,110,1 671,5
Maison dinan 5 pièce(s) 100 m2,https://www.etreproprio.com/immobilier-22651198-vente-maison-dinan-5-pieces-100-m2-dinan,273 000,Dinan 22100,100,467,5
Maison neuve 139m2 à erquy les hôpitaux   4 chambres - 2 km des plages,https://www.etreproprio.com/immobilier-22326470-vente-maison-neuve-139m2-a-erquy-les-hopitaux-4-chambres-2-km-des-plages-erquy,550 000,Erquy 22430,139,608,6
Maison d'habitation en grès roses rénovée en 2014,https://www.etreproprio.com/immobilier-21861734-vente-maison-d-habitation-en-gres-roses-renovee-en-2014-erquy,509 600,Erquy 22430,124,1 435,5
Maison à vendre erquy,https://www.etreproprio.com/immobilier-22112893-vente-maison-a-vendre-erquy-erquy,507 150,Erquy 22430,124,1 435,5
"Erquy 22430. caroual à 500 mètres de la plage, maison de 92 m2",https://www.etreproprio.com/immobilier-22621985-vente-erquy-22430-caroual-a-500-metres-de-la-plage-maison-de-92-m2-erquy,395 000,Erquy 22430,92,,4
Maison erquy 3 chambres,https://www.etreproprio.com/immobilier-20998728-vente-maison-erquy-3-chambres-erquy,358 000,Erquy 22430,85,42,4
Maison erquy 3 chambres,https://www.etreproprio.com/immobilier-20998734-vente-maison-erquy-3-chambres-erquy,358 000,Erquy 22430,86,35,4
"Erquy 22430. maison lumineuse de 105 m2 au calme, à 900 mètres du centre ville et de la plage",https://www.etreproprio.com/immobilier-21772004-vente-erquy-22430-maison-lumineuse-de-105-m2-au-calme-a-900-metres-du-centre-ville-et-de-la-plage-erquy,312 000,Erquy 22430,105,546,5
"Erquy 22430. jolie maison lumineuse de 108 m2 habitable, à proximité des plages",https://www.etreproprio.com/immobilier-20240379-vente-erquy-22430-jolie-maison-lumineuse-de-108-m2-habitable-a-proximite-des-plages-erquy,317 200,Erquy 22430,108,712,6
Maison 167m² à erquy,https://www.etreproprio.com/immobilier-22359680-vente-maison-167m-a-erquy-erquy,533 500,Erquy 22430,167,1 020,6
Maison 152m² à erquy,https://www.etreproprio.com/immobilier-22359566-vente-maison-152m-a-erquy-erquy,395 000,Erquy 22430,152,1 000,7
"Erquy 22430, au calme, à 8 minutes seulement du centre ville, longère entièrement rénovée de type 5",https://www.etreproprio.com/immobilier-21400764-vente-erquy-22430-au-calme-a-8-minutes-seulement-du-centre-ville-longere-entierement-renovee-de-type-5-erquy,535 600,Erquy 22430,167,1 025,5
Villa contemporaine au cap d'erquy,https://www.etreproprio.com/immobilier-21854247-vente-villa-contemporaine-au-cap-d-erquy-erquy,934 500,Erquy 22430,203,1 631,6
Propriété d'exception à erquy,https://www.etreproprio.com/immobilier-21281659-vente-propriete-d-exception-a-erquy-erquy,690 000,Erquy 22430,113,600,6
Vente maison d'exception avec piscine  à erquy  à 600m de la plage !,https://www.etreproprio.com/immobilier-22205959-vente-vente-maison-d-exception-avec-piscine-a-erquy-a-600m-de-la-plage-erquy,690 000,Erquy 22430,111,600,6
Maison à vendre erquy,https://www.etreproprio.com/immobilier-22185836-vente-maison-a-vendre-erquy-erquy,652 050,Erquy 22430,274,2 200,12
2  villas avec piscine erquy à 600m de la plage rentabilité assurée,https://www.etreproprio.com/immobilier-22185374-vente-2-villas-avec-piscine-erquy-a-600m-de-la-plage-rentabilite-assuree-erquy,1 400 000,Erquy 22430,212,1 200,12
À vendre  maison 6 pièces avec terrasse et piscine à erquy,https://www.etreproprio.com/immobilier-22185375-vente-a-vendre-maison-6-pieces-avec-terrasse-et-piscine-a-erquy-erquy,750 000,Erquy 22430,101,600,5
Deux villas de prestige pour investisseur,https://www.etreproprio.com/immobilier-21985640-vente-deux-villas-de-prestige-pour-investisseur-erquy,1 388 000,Erquy 22430,217,1 112,11
Longère en pierre à erquy,https://www.etreproprio.com/immobilier-21281658-vente-longere-en-pierre-a-erquy-erquy,750 000,Erquy 22430,105,500,5
"Exclusivité. erquy 22430, a 1,2 kilomètres de la plage de caroual, longère au calme de 105 m2 habitable",https://www.etreproprio.com/immobilier-22102582-vente-exclusivite-erquy-22430-a-12-kilometres-de-la-plage-de-caroual-longere-au-calme-de-105-m2-habitable-erquy,239 200,Erquy 22430,105,445,4
Maison a vendre a evran (22630) - 4 pieces,https://www.etreproprio.com/immobilier-23891427-vente-maison-a-vendre-a-evran-22630-4-pieces-evran,139 870,Evran 22630,65,,4
Maison individuelle,https://www.etreproprio.com/immobilier-23856042-vente-maison-individuelle-evran,171 500,Evran 22630,151,,6
"Magnifique maison de maître, grand terrain constructible, centre d’evran",https://www.etreproprio.com/immobilier-23848113-vente-magnifique-maison-de-maitre-grand-terrain-constructible-centre-d-evran-evran,390 000,Evran 22630,218,2 511,10
Maison 68m² à evran,https://www.etreproprio.com/immobilier-23730272-vente-maison-68m-a-evran-evran,166 667,Evran 22630,68,801,3
Sous offre - soquet immobilier - evran - maison individuelle 4 ch,https://www.etreproprio.com/immobilier-23674791-vente-sous-offre-soquet-immobilier-evran-maison-individuelle-4-ch-evran,199 840,Evran 22630,98,892,5
A vendre - soquet immobilier - maison familiale - evran,https://www.etreproprio.com/immobilier-23670875-vente-a-vendre-soquet-immobilier-maison-familiale-evran-evran,194 720,Evran 22630,96,769,5
Maison  9 pièce(s) d'environ 130 m2 - evran (22),https://www.etreproprio.com/immobilier-23519620-vente-maison-9-pieces-d-environ-130-m2-evran-22-evran,316 500,Evran 22630,160,684,9
Maison de maître – plus de 210 m² habitables – évran,https://www.etreproprio.com/immobilier-22413095-vente-maison-de-maitre-plus-de-210-m-habitables-evran-evran,518 500,Evran 22630,212,3 064,6
Maison d'habitation d'environ 151 m² - evran (22630),https://www.etreproprio.com/immobilier-22415606-vente-maison-d-habitation-d-environ-151-m-evran-22630-evran,176 550,Evran 22630,152,581,5
Maison 105m² à evran,https://www.etreproprio.com/immobilier-23362398-vente-maison-105m-a-evran-evran,229 000,Evran 22630,105,989,4
Vente maison evran(22630) 371 000ï¿œ,https://www.etreproprio.com/immobilier-20184932-vente-vente-maison-evran22630-371-000i-oe-evran,371 000,Evran 22630,163,3 127,5
"Élégante maison de maître en pierre, proche des plages de bretagne",https://www.etreproprio.com/immobilier-23148801-vente-elegante-maison-de-maitre-en-pierre-proche-des-plages-de-bretagne-dinan,798 000,Dinan 22100,290,2 945,9
Maison i dinan i 4 chambres i 150 m2 i dpe a,https://www.etreproprio.com/immobilier-23138282-vente-maison-i-dinan-i-4-chambres-i-150-m2-i-dpe-a-dinan,570 000,Dinan 22100,150,562,6
"maison à vendre près de dinan – rénovée, jardin, terrasse et caravane aménagée",https://www.etreproprio.com/immobilier-22130739-vente-maison-a-vendre-pres-de-dinan-renovee-jardin-terrasse-et-caravane-amenagee-dinan,233 000,Dinan 22100,106,,5
A 1 km du centre ville de dinan !,https://www.etreproprio.com/immobilier-23133437-vente-a-1-km-du-centre-ville-de-dinan-dinan,257 250,Dinan 22100,76,391,5
Maison plain pied rare,https://www.etreproprio.com/immobilier-22365809-vente-maison-plain-pied-rare-dinan,266 000,Dinan 22100,121,,6
Centre ville dinan,https://www.etreproprio.com/immobilier-23100660-vente-centre-ville-dinan-dinan,980 000,Dinan 22100,350,810,14
"A vendre chez christelle mesnage immobilier, au sud de dina",https://www.etreproprio.com/immobilier-22151376-vente-a-vendre-chez-christelle-mesnage-immobilier-au-sud-de-dina-dinan,338 000,Dinan 22350,115,7 796,5
Maison familiale i dpe a i hyper centre en plein coeur de dinan i,https://www.etreproprio.com/immobilier-23106354-vente-maison-familiale-i-dpe-a-i-hyper-centre-en-plein-coeur-de-dinan-i-dinan,395 000,Dinan 22100,108,,6
Maison de ville dinan 6 pièce(s) 168 m2 - 4 chambres,https://www.etreproprio.com/immobilier-23072319-vente-maison-de-ville-dinan-6-pieces-168-m2-4-chambres-dinan,587 500,Dinan 22100,168,,6
Maison contemporaine de 2020 à 5 minutes de dinan !,https://www.etreproprio.com/immobilier-23055818-vente-maison-contemporaine-de-2020-a-5-minutes-de-dinan-dinan,341 250,Dinan 22100,124,905,5
Exclusivité.  aux portes de dinan- belle demeure de caractèr,https://www.etreproprio.com/immobilier-23051546-vente-exclusivite-aux-portes-de-dinan-belle-demeure-de-caracter-dinan,592 800,Dinan 22100,270,3 759,10
15 minutes sud dinan,https://www.etreproprio.com/immobilier-23038901-vente-15-minutes-sud-dinan-dinan,399 900,Dinan 22100,212,1 157,7
Maison 112m² à dinan,https://www.etreproprio.com/immobilier-22661974-vente-maison-112m-a-dinan-dinan,324 900,Dinan 22100,112,391,5
À vendre chez christelle mesnage immobilier.  proche de dina,https://www.etreproprio.com/immobilier-23002817-vente-a-vendre-chez-christelle-mesnage-immobilier-proche-de-dina-dinan,416 000,Dinan 22100,171,1 654,6
Maison dinan 6 pièce(s) 101 m2,https://www.etreproprio.com/immobilier-22993265-vente-maison-dinan-6-pieces-101-m2-dinan,196 350,Dinan 22100,101,5 303,6
Vente maison dinan(22100) 451 500ï¿œ,https://www.etreproprio.com/immobilier-22575308-vente-vente-maison-dinan22100-451-500i-oe-dinan,451 500,Dinan 22100,142,1 570,7
"A vendre chez christelle mesnage immobilier, lanvallay. a",https://www.etreproprio.com/immobilier-20634604-vente-a-vendre-chez-christelle-mesnage-immobilier-lanvallay-a-dinan,379 600,Dinan 22100,150,740,6
Maison 82m² à dinan,https://www.etreproprio.com/immobilier-22897015-vente-maison-82m-a-dinan-dinan,245 000,Dinan 22100,82,11,4
Maison dinan 7 pièce(s) 134 m2,https://www.etreproprio.com/immobilier-22864166-vente-maison-dinan-7-pieces-134-m2-dinan,362 250,Dinan 22100,134,,7
Centre historique dinan,https://www.etreproprio.com/immobilier-21946140-vente-centre-historique-dinan-dinan,267 500,Dinan 22100,65,61,3
Maison à vendre erquy,https://www.etreproprio.com/immobilier-21861735-vente-maison-a-vendre-erquy-erquy,655 200,Erquy 22430,274,2 227,12
Maison 45m2 vue mer exceptionnelle,https://www.etreproprio.com/immobilier-21829049-vente-maison-45m2-vue-mer-exceptionnelle-erquy,384 800,Erquy 22430,43,582,3
"Erquy 22430. en plein centre ville, une maison en pierres à rénover avec local commercial libre de tout bail a",https://www.etreproprio.com/immobilier-20147904-vente-erquy-22430-en-plein-centre-ville-une-maison-en-pierres-a-renover-avec-local-commercial-libre-de-tout-bail-a-erquy,572 000,Erquy 22430,192,,9
Maison de caractère,https://www.etreproprio.com/immobilier-19756907-vente-maison-de-caractere-erquy,1 193 700,Erquy 22430,223,1 720,9
Erquy maison traditionnelle à quelques pas de la plage,https://www.etreproprio.com/immobilier-18518708-vente-erquy-maison-traditionnelle-a-quelques-pas-de-la-plage-erquy,449 280,Erquy 22430,,,8
Erquy - maison neuve (re2020),https://www.etreproprio.com/immobilier-19125254-vente-erquy-maison-neuve-re2020-erquy,375 000,Erquy 22430,86,57,4
Maison 212m² à le faouet,https://www.etreproprio.com/immobilier-23640942-vente-maison-212m-a-le-faouet-le-faouet,275 000,Le Faouet 22290,212,5 000,7
"Maison 6 pièces, 142m2, le faouët (22290)",https://www.etreproprio.com/immobilier-23632862-vente-maison-6-pieces-142m2-le-faouet-22290-le-faouet,168 000,Le Faouet 22290,142,3 418,6
Maison 92m² à le faouet,https://www.etreproprio.com/immobilier-22945044-vente-maison-92m-a-le-faouet-le-faouet,149 000,Le Faouet 22290,92,115,4
Maison le faouet 120 m2,https://www.etreproprio.com/immobilier-22331571-vente-maison-le-faouet-120-m2-le-faouet,270 900,Le Faouet 22290,112,3 220,5
Maison 281m² à dinan,https://www.etreproprio.com/immobilier-22729977-vente-maison-281m-a-dinan-dinan,861 000,Dinan 22100,281,320,10
Maison 180m² à dinan,https://www.etreproprio.com/immobilier-22735711-vente-maison-180m-a-dinan-dinan,590 000,Dinan 22100,180,,5
"A vendre chez christelle mesnage immobilier,  dinan, belle",https://www.etreproprio.com/immobilier-20359450-vente-a-vendre-chez-christelle-mesnage-immobilier-dinan-belle-dinan,188 100,Dinan 22100,110,415,6
Maison dinan - centre ville,https://www.etreproprio.com/immobilier-21878651-vente-maison-dinan-centre-ville-dinan,276 500,Dinan 22100,101,410,4
Maison 242m² à dinan,https://www.etreproprio.com/immobilier-22687887-vente-maison-242m-a-dinan-dinan,449 925,Dinan 22100,242,861,7
"À vendre chez christelle mesnage immobilier, a 5 minutes au",https://www.etreproprio.com/immobilier-22684652-vente-a-vendre-chez-christelle-mesnage-immobilier-a-5-minutes-au-dinan,364 000,Dinan 22100,252,13 627,10
Dinan -  propriété de caractère sur les bords de rance,https://www.etreproprio.com/immobilier-21351042-vente-dinan-propriete-de-caractere-sur-les-bords-de-rance-dinan,998 400,Dinan 22100,345,59 495,12
Propriété à vendre proche de dinan (22),https://www.etreproprio.com/immobilier-22582695-vente-propriete-a-vendre-proche-de-dinan-22-dinan,679 250,Dinan 22100,551,3 080,17
Maison sur sous-sol complet dinan,https://www.etreproprio.com/immobilier-22576830-vente-maison-sur-sous-sol-complet-dinan-dinan,378 000,Dinan 22100,122,550,5
Vaste propriété avec son parc arboré de 1.9 hectare,https://www.etreproprio.com/immobilier-21667286-vente-vaste-propriete-avec-son-parc-arbore-de-19-hectare-dinan,478 400,Dinan 22100,420,19 000,14
Maison de ville avec gîte de charme à l'entrée de dinan.,https://www.etreproprio.com/immobilier-22407899-vente-maison-de-ville-avec-gite-de-charme-a-l-entree-de-dinan-dinan,549 152,Dinan 22100,207,727,12
Maison 87m² à dinan,https://www.etreproprio.com/immobilier-22318298-vente-maison-87m-a-dinan-dinan,169 900,Dinan 22100,88,35,4
Centre historique,https://www.etreproprio.com/immobilier-22083403-vente-centre-historique-dinan,397 500,Dinan 22100,120,630,2
"A vendre chez christelle mesnage immobilier. exclusivité, di",https://www.etreproprio.com/immobilier-20029706-vente-a-vendre-chez-christelle-mesnage-immobilier-exclusivite-di-dinan,374 400,Dinan 22100,85,24 000,5
"A vendre chez christelle mesnage immobilier, a 15 minutes d",https://www.etreproprio.com/immobilier-20196499-vente-a-vendre-chez-christelle-mesnage-immobilier-a-15-minutes-d-dinan,478 400,Dinan 22100,162,600,6
Secteur de dinan,https://www.etreproprio.com/immobilier-22435243-vente-secteur-de-dinan-dinan,749 320,Dinan 22100,211,2 459,8
Maison 210m² à dinan,https://www.etreproprio.com/immobilier-22368880-vente-maison-210m-a-dinan-dinan,529 000,Dinan 22100,210,2 067,8
Axe rennes -saint malo,https://www.etreproprio.com/immobilier-17940522-vente-axe-rennes-saint-malo-dinan,624 000,Dinan 22100,150,18 000,7
10 min a l ouest de dinan - centre bourg,https://www.etreproprio.com/immobilier-22350143-vente-10-min-a-l-ouest-de-dinan-centre-bourg-dinan,449 592,Dinan 22100,249,3 800,12
"15 mn à l'est de dinan, axe rennes saint malo",https://www.etreproprio.com/immobilier-19411828-vente-15-mn-a-l-est-de-dinan-axe-rennes-saint-malo-dinan,231 000,Dinan 22100,112,760,6
Maison 92m² à le foeil,https://www.etreproprio.com/immobilier-22734965-vente-maison-92m-a-le-foeil-le-foeil,246 000,Le Foeil 22800,92,1 000,4
Maison 89m² à le foeil,https://www.etreproprio.com/immobilier-23818665-vente-maison-89m-a-le-foeil-le-foeil,148 000,Le Foeil 22800,89,603,3
Manoir de charme & domaine événementiel au cur de la bretagne,https://www.etreproprio.com/immobilier-23391288-vente-manoir-de-charme-domaine-evenementiel-au-c-ur-de-la-bretagne-le-foeil,1 950 000,Le Foeil 22800,600,150 000,16
Maison 7 pièces 138m2,https://www.etreproprio.com/immobilier-22271189-vente-maison-7-pieces-138m2-gausson,258 000,Gausson 22150,138,1 228,7
Maison 252m² à dinan,https://www.etreproprio.com/immobilier-22110222-vente-maison-252m-a-dinan-dinan,449 947,Dinan 22100,252,3 869,8
Hangar d'exception en plein centre de dinan,https://www.etreproprio.com/immobilier-22320471-vente-hangar-d-exception-en-plein-centre-de-dinan-dinan,1 201 750,Dinan 22100,1 060,,20
Vente maison dinan(22100) 421 050ï¿œ,https://www.etreproprio.com/immobilier-22279685-vente-vente-maison-dinan22100-421-050i-oe-dinan,421 050,Dinan 22100,125,1 780,7
