Nom,Lien,Code INSEE,Page Lien,Prix,Lieu,Taille,Taille_terrain,Pieces,Prix au m2
Maison plein centre,https://www.etreproprio.com/immobilier-17815226-vente-maison-plein-centre-camors,56031,https://www.etreproprio.com/annonces/th.lc56031-r0.odd.g3#list,131250.0,Camors 56330,120.0,,7.0,1094.0
Camors 56330 maison proche de la forêt,https://www.etreproprio.com/immobilier-14772735-vente-camors-56330-maison-proche-de-la-foret-camors,56031,https://www.etreproprio.com/annonces/th.lc56031-r0.odd.g3#list,262250.0,Camors 56330,125.0,980,7.0,2098.0
Maison campeneac 5 pièce(s) 102 m2,https://www.etreproprio.com/immobilier-21472437-vente-maison-campeneac-5-pieces-102-m2-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,163000.0,Campeneac 56800,102.0,277,5.0,1598.0
Maison 142 m2 campeneac,https://www.etreproprio.com/immobilier-21882216-vente-maison-142-m2-campeneac-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,196000.0,Campeneac 56800,142.0,1 200,7.0,1380.0
"Charmante longère à campénéac, au cœur de la forêt de brocéliande",https://www.etreproprio.com/immobilier-23773211-vente-charmante-longere-a-campeneac-au-coeur-de-la-foret-de-broceliande-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,180200.0,Campeneac 56800,108.0,5 465,6.0,1669.0
Maison campénéac 7 pièces 145 m2,https://www.etreproprio.com/immobilier-23755157-vente-maison-campeneac-7-pieces-145-m2-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,219000.0,Campeneac 56800,145.0,1 662,7.0,1510.0
Maison campénéac 2 pièces 50 m2,https://www.etreproprio.com/immobilier-23656989-vente-maison-campeneac-2-pieces-50-m2-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,85000.0,Campeneac 56800,50.0,5 940,2.0,1700.0
Maison 120m² à campeneac,https://www.etreproprio.com/immobilier-23631576-vente-maison-120m-a-campeneac-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,190500.0,Campeneac 56800,120.0,345,6.0,1588.0
Maison 143m² à campeneac,https://www.etreproprio.com/immobilier-22880345-vente-maison-143m-a-campeneac-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,225000.0,Campeneac 56800,143.0,1 402,5.0,1573.0
Maison campeneac 6 pièce(s) 149 m2,https://www.etreproprio.com/immobilier-23374814-vente-maison-campeneac-6-pieces-149-m2-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,225000.0,Campeneac 56800,149.0,1 402,6.0,1510.0
Maison 150m² à campeneac,https://www.etreproprio.com/immobilier-23473696-vente-maison-150m-a-campeneac-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,156540.0,Campeneac 56800,150.0,451,9.0,1044.0
Maison campeneac,https://www.etreproprio.com/immobilier-23357110-vente-maison-campeneac-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,233025.0,Campeneac 56800,132.0,2 750,5.0,1765.0
Maison campeneac 8 pièce(s) 206 m2,https://www.etreproprio.com/immobilier-21780221-vente-maison-campeneac-8-pieces-206-m2-campeneac,56032,https://www.etreproprio.com/annonces/th.lc56032-r0.odd.g1#list,160000.0,Campeneac 56800,150.0,451,8.0,1067.0
Maison carentoir 7 pièce(s) 150 m2,https://www.etreproprio.com/immobilier-23871266-vente-maison-carentoir-7-pieces-150-m2-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,157000.0,Carentoir 56910,150.0,4 300,7.0,1047.0
Maison carentoir 5 pièce(s) 110 m2,https://www.etreproprio.com/immobilier-23658755-vente-maison-carentoir-5-pieces-110-m2-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,208000.0,Carentoir 56910,110.0,9 030,5.0,1891.0
Maison carentoir 3 pièce(s) 70 m2,https://www.etreproprio.com/immobilier-23891594-vente-maison-carentoir-3-pieces-70-m2-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,130400.0,Carentoir 56910,70.0,50,3.0,1863.0
"Maison individuelle à carentoir (56910) – idéale 1ère acquisition, secondaire ou investissement",https://www.etreproprio.com/immobilier-23852223-vente-maison-individuelle-a-carentoir-56910-ideale-1ere-acquisition-secondaire-ou-investissement-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,171600.0,Carentoir 56910,92.0,2 421,5.0,1865.0
Maison à vendre 4 pièces carentoir (56),https://www.etreproprio.com/immobilier-23825168-vente-maison-a-vendre-4-pieces-carentoir-56-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,229900.0,Carentoir 56910,102.0,13 000,4.0,2254.0
Maison carentoir hyper centre 6 pièce(s) 155 m2,https://www.etreproprio.com/immobilier-23606597-vente-maison-carentoir-hyper-centre-6-pieces-155-m2-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,174990.0,Carentoir 56910,155.0,684,6.0,1129.0
Maison 104m² à carentoir,https://www.etreproprio.com/immobilier-23592168-vente-maison-104m-a-carentoir-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,189900.0,Carentoir 56910,104.0,533,6.0,1826.0
Maison carentoir 150 m2 garage terrain,https://www.etreproprio.com/immobilier-23556268-vente-maison-carentoir-150-m2-garage-terrain-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,252000.0,Carentoir 56910,150.0,3 018,5.0,1680.0
Maison carentoir 5 pièce(s) 150 m2,https://www.etreproprio.com/immobilier-23556266-vente-maison-carentoir-5-pieces-150-m2-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,71640.0,Carentoir 56910,147.0,520,5.0,487.0
Longère en pierre du pays 157m2,https://www.etreproprio.com/immobilier-23159099-vente-longere-en-pierre-du-pays-157m2-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,239000.0,Carentoir 56910,157.0,3 500,7.0,1522.0
Maison 100m² à carentoir,https://www.etreproprio.com/immobilier-23482632-vente-maison-100m-a-carentoir-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,244000.0,Carentoir 56910,100.0,209,4.0,2440.0
Maison à vendre 7 pièces carentoir (56),https://www.etreproprio.com/immobilier-23480054-vente-maison-a-vendre-7-pieces-carentoir-56-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,299000.0,Carentoir 56910,127.0,,7.0,2354.0
Maison carentoir 230 m2- 6 chambres- sous sol complet -terrain,https://www.etreproprio.com/immobilier-19842972-vente-maison-carentoir-230-m2-6-chambres-sous-sol-complet-terrain-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,252240.0,Carentoir 56910,230.0,4 800,8.0,1097.0
Maison familiale bien placée avec beau potentiel,https://www.etreproprio.com/immobilier-20513050-vente-maison-familiale-bien-placee-avec-beau-potentiel-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,136000.0,Carentoir 56910,113.0,960,6.0,1204.0
Maison carentoir 5 pièce(s) 127 m2,https://www.etreproprio.com/immobilier-22670089-vente-maison-carentoir-5-pieces-127-m2-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,299000.0,Carentoir 56910,130.0,13 000,5.0,2300.0
À vendre – maison plain pied de qualité au cœur de carentoir (56910),https://www.etreproprio.com/immobilier-23333594-vente-a-vendre-maison-plain-pied-de-qualite-au-coeur-de-carentoir-56910-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,261000.0,Carentoir 56910,133.0,661,5.0,1962.0
"Maison carentoir 4 chambres, jardin, garage",https://www.etreproprio.com/immobilier-23242832-vente-maison-carentoir-4-chambres-jardin-garage-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g1#list,119590.0,Carentoir 56910,122.0,624,5.0,980.0
Maison carentoir 4 chambres terrain garage,https://www.etreproprio.com/immobilier-19801103-vente-maison-carentoir-4-chambres-terrain-garage-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g2#list,137150.0,Carentoir 56910,110.0,960,6.0,1247.0
A vendre maison en pierres 56910 carentoir,https://www.etreproprio.com/immobilier-22093867-vente-a-vendre-maison-en-pierres-56910-carentoir-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g2#list,132500.0,Carentoir 56910,137.0,1 275,3.0,967.0
"Maison de plain-pied 100 m²  environ, rénovée",https://www.etreproprio.com/immobilier-23095062-vente-maison-de-plain-pied-100-m-environ-renovee-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g2#list,228000.0,Carentoir 56910,100.0,700,3.0,2280.0
Maison carentoir 50 m²,https://www.etreproprio.com/immobilier-22157646-vente-maison-carentoir-50-m-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g2#list,132500.0,Carentoir 56910,110.0,1 275,3.0,1205.0
Longère de caractère au calme,https://www.etreproprio.com/immobilier-22728035-vente-longere-de-caractere-au-calme-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g2#list,257500.0,Carentoir 56910,115.0,3 507,4.0,2239.0
Maison 130m² à carentoir,https://www.etreproprio.com/immobilier-22708905-vente-maison-130m-a-carentoir-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g2#list,118000.0,Carentoir 56910,130.0,610,4.0,908.0
Maison de 63 m² dans le bourg de quelneuc,https://www.etreproprio.com/immobilier-22530672-vente-maison-de-63-m-dans-le-bourg-de-quelneuc-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g2#list,97000.0,Carentoir 56910,63.0,614,3.0,1540.0
"À vendre quelneuc (56) dpt morbihan, ancien presbytère p9 de 256 m² - terrain de 4 600 m²",https://www.etreproprio.com/immobilier-22501345-vente-a-vendre-quelneuc-56-dpt-morbihan-ancien-presbytere-p9-de-256-m-terrain-de-4-600-m-carentoir,56033,https://www.etreproprio.com/annonces/th.lc56033-r0.odd.g2#list,446899.0,Carentoir 56910,256.0,4 647,9.0,1746.0
Morbihan sud - carnac,https://www.etreproprio.com/immobilier-23905720-vente-morbihan-sud-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,438900.0,Carnac 56340,65.0,798,4.0,6752.0
Carnac plage maison 6 pièces 140 m2,https://www.etreproprio.com/immobilier-23879894-vente-carnac-plage-maison-6-pieces-140-m2-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,1038000.0,Carnac 56340,140.0,494,6.0,7414.0
A vendre à 400 mètres de la plage de saint-colomban ? maison familiale 5 chambres sur terrain constructible de 923 m²,https://www.etreproprio.com/immobilier-23879893-vente-a-vendre-a-400-metres-de-la-plage-de-saint-colomban-maison-familiale-5-chambres-sur-terrain-constructible-de-923-m-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,894400.0,Carnac 56340,121.0,923,6.0,7392.0
A vendre 56340 carnac maison 4 chambres idéalement située entre le bourg et les plages,https://www.etreproprio.com/immobilier-23870698-vente-a-vendre-56340-carnac-maison-4-chambres-idealement-situee-entre-le-bourg-et-les-plages-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,679000.0,Carnac 56340,107.0,283,5.0,6346.0
Maison - 2 chambres - proche du po - carnac,https://www.etreproprio.com/immobilier-23257962-vente-maison-2-chambres-proche-du-po-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,562500.0,Carnac 56340,90.0,49,3.0,6250.0
Maison  6 pièce(s) carnac,https://www.etreproprio.com/immobilier-23861945-vente-maison-6-pieces-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,1039000.0,Carnac 56340,139.0,494,6.0,7475.0
Maison 171m² à carnac,https://www.etreproprio.com/immobilier-22949553-vente-maison-171m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,705375.0,Carnac 56340,171.0,533,8.0,4125.0
Maison traditionnelle,https://www.etreproprio.com/immobilier-23814944-vente-maison-traditionnelle-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,750000.0,Carnac 56340,132.0,1 640,7.0,5682.0
Maison 107m² à carnac,https://www.etreproprio.com/immobilier-23818969-vente-maison-107m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,436500.0,Carnac 56340,108.0,90,4.0,4042.0
A vendre carnac 3.5 kms plages maison 7 pièces 5 chambres 151 m2 sur 1700m² de terrain avec piscine chauffée,https://www.etreproprio.com/immobilier-23752570-vente-a-vendre-carnac-35-kms-plages-maison-7-pieces-5-chambres-151-m2-sur-1700m-de-terrain-avec-piscine-chauffee-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,770000.0,Carnac 56340,151.0,1 709,7.0,5099.0
À vendre  maison à carnac plage,https://www.etreproprio.com/immobilier-23755439-vente-a-vendre-maison-a-carnac-plage-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,630000.0,Carnac 56340,85.0,386,4.0,7412.0
Maison 84m² à carnac,https://www.etreproprio.com/immobilier-23701666-vente-maison-84m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,479000.0,Carnac 56340,84.0,908,4.0,5702.0
Villa entourée de pins maritimes,https://www.etreproprio.com/immobilier-22936093-vente-villa-entouree-de-pins-maritimes-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,1099000.0,Carnac 56340,222.0,4 023,9.0,4950.0
Carnac plage - maison à vendre à carnac plage - secteur casino circus - 4 chambres  - 97m² - garage - terrain 312 m²,https://www.etreproprio.com/immobilier-23565514-vente-carnac-plage-maison-a-vendre-a-carnac-plage-secteur-casino-circus-4-chambres-97m-garage-terrain-312-m-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,650000.0,Carnac 56340,97.0,312,5.0,6701.0
Maison 168m² à carnac,https://www.etreproprio.com/immobilier-22430629-vente-maison-168m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,624000.0,Carnac 56340,168.0,6 460,8.0,3714.0
Maison carnac 5 pièces 118 m2,https://www.etreproprio.com/immobilier-23546766-vente-maison-carnac-5-pieces-118-m2-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,488800.0,Carnac 56340,118.0,575,5.0,4142.0
"Carnac à 2 pas des commerces, maison 4 chambres  90m² sur 500m² de terrain - carnac (56340)",https://www.etreproprio.com/immobilier-23519818-vente-carnac-a-2-pas-des-commerces-maison-4-chambres-90m-sur-500m-de-terrain-carnac-56340-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,399000.0,Carnac 56340,90.0,500,5.0,4433.0
Vente maison carnac(56340) 436 500ï¿œ,https://www.etreproprio.com/immobilier-23443292-vente-vente-maison-carnac56340-436-500i-oe-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,436500.0,Carnac 56340,107.0,,4.0,4079.0
Maison 90m² à carnac,https://www.etreproprio.com/immobilier-21294401-vente-maison-90m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,582400.0,Carnac 56340,90.0,386,4.0,6471.0
Maison 124m² à carnac,https://www.etreproprio.com/immobilier-22946861-vente-maison-124m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g1#list,894400.0,Carnac 56340,124.0,923,6.0,7213.0
Maison 45m² à carnac,https://www.etreproprio.com/immobilier-23381372-vente-maison-45m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,170000.0,Carnac 56340,45.0,413,2.0,3778.0
Maison 130m² à carnac,https://www.etreproprio.com/immobilier-23378637-vente-maison-130m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,861000.0,Carnac 56340,130.0,900,5.0,6623.0
Maison 108m² à carnac,https://www.etreproprio.com/immobilier-23366314-vente-maison-108m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,696800.0,Carnac 56340,108.0,396,4.0,6452.0
Maison 150m² à carnac,https://www.etreproprio.com/immobilier-20870775-vente-maison-150m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,572000.0,Carnac 56340,150.0,1 252,10.0,3813.0
Maison carnac  6 pièce(s) 118 m2,https://www.etreproprio.com/immobilier-23175174-vente-maison-carnac-6-pieces-118-m2-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,640000.0,Carnac 56340,118.0,19,6.0,5424.0
Maison 102m² à carnac,https://www.etreproprio.com/immobilier-23172588-vente-maison-102m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,520000.0,Carnac 56340,102.0,659,6.0,5098.0
"Proximité de la trinité sur mer, belle villa 6 pièces dans environnement préservé et boisé",https://www.etreproprio.com/immobilier-23172640-vente-proximite-de-la-trinite-sur-mer-belle-villa-6-pieces-dans-environnement-preserve-et-boise-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,750000.0,Carnac 56340,132.0,1 640,6.0,5682.0
Maison 177m² à carnac,https://www.etreproprio.com/immobilier-23156639-vente-maison-177m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,1238500.0,Carnac 56340,178.0,1 148,7.0,6958.0
Carnac plage - maison 5 pièce(s) 85 m2,https://www.etreproprio.com/immobilier-22157598-vente-carnac-plage-maison-5-pieces-85-m2-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,694500.0,Carnac 56340,85.0,257,5.0,8171.0
Maison 105m² à carnac,https://www.etreproprio.com/immobilier-21952176-vente-maison-105m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,460000.0,Carnac 56340,105.0,393,6.0,4381.0
Maison 111m² à carnac,https://www.etreproprio.com/immobilier-23136408-vente-maison-111m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,863200.0,Carnac 56340,112.0,457,6.0,7707.0
Jolie maison néo-bretonne carnac - proche commerces et océan.,https://www.etreproprio.com/immobilier-23122969-vente-jolie-maison-neo-bretonne-carnac-proche-commerces-et-ocean-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,650000.0,Carnac 56340,97.0,312,5.0,6701.0
Maison 5 pièce(s)  4 chambres avec garage et jardin.,https://www.etreproprio.com/immobilier-23087933-vente-maison-5-pieces-4-chambres-avec-garage-et-jardin-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,534850.0,Carnac 56340,105.0,570,5.0,5094.0
Maison 102m² à carnac,https://www.etreproprio.com/immobilier-22559289-vente-maison-102m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,644800.0,Carnac 56340,103.0,226,5.0,6260.0
Maison 106m² à carnac,https://www.etreproprio.com/immobilier-22340935-vente-maison-106m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,425000.0,Carnac 56340,106.0,333,6.0,4009.0
Maison 58m² à carnac,https://www.etreproprio.com/immobilier-23055662-vente-maison-58m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,573375.0,Carnac 56340,58.0,70,4.0,9886.0
Opportunité à saint-colomban : maison avec 3 appartements et grand garage,https://www.etreproprio.com/immobilier-23005915-vente-opportunite-a-saint-colomban-maison-avec-3-appartements-et-grand-garage-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,856200.0,Carnac 56340,150.0,415,6.0,5708.0
"A vendre carnac beaumer- maison de charme - 600m plage -  95 m2, 118 m² utiles",https://www.etreproprio.com/immobilier-22937085-vente-a-vendre-carnac-beaumer-maison-de-charme-600m-plage-95-m2-118-m-utiles-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,654100.0,Carnac 56340,95.0,295,5.0,6885.0
Ensemble immobilier,https://www.etreproprio.com/immobilier-22914779-vente-ensemble-immobilier-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g2#list,520000.0,Carnac 56340,140.0,1 100,7.0,3714.0
Maison 117m² à carnac,https://www.etreproprio.com/immobilier-22747203-vente-maison-117m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,605000.0,Carnac 56340,118.0,,5.0,5127.0
Maison 118m² à carnac,https://www.etreproprio.com/immobilier-22901650-vente-maison-118m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,615000.0,Carnac 56340,118.0,,5.0,5212.0
Maison 117m² à carnac,https://www.etreproprio.com/immobilier-22901648-vente-maison-117m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,599000.0,Carnac 56340,118.0,,5.0,5076.0
Maison 99m² à carnac,https://www.etreproprio.com/immobilier-21547696-vente-maison-99m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,549990.0,Carnac 56340,99.0,280,4.0,5555.0
Maison 117m² à carnac,https://www.etreproprio.com/immobilier-22901647-vente-maison-117m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,640000.0,Carnac 56340,118.0,,5.0,5424.0
"Carnac - maison  4 chambres 234,73m²",https://www.etreproprio.com/immobilier-22902895-vente-carnac-maison-4-chambres-23473m-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,1350000.0,Carnac 56340,235.0,4 500,8.0,5745.0
"A vendre carnac plage maison familiale coup de coeur 7 pièces, 132,5 m², à 300 m de la mer",https://www.etreproprio.com/immobilier-22746460-vente-a-vendre-carnac-plage-maison-familiale-coup-de-coeur-7-pieces-1325-m-a-300-m-de-la-mer-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,800000.0,Carnac 56340,133.0,519,7.0,6015.0
Maison 152m² à carnac,https://www.etreproprio.com/immobilier-22761124-vente-maison-152m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,1361100.0,Carnac 56340,152.0,390,6.0,8955.0
Maison 113m² à carnac,https://www.etreproprio.com/immobilier-22389905-vente-maison-113m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,1080000.0,Carnac 56340,113.0,574,6.0,9558.0
Maison-appartement 100m2 - carnac,https://www.etreproprio.com/immobilier-22736709-vente-maison-appartement-100m2-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,371070.0,Carnac 56340,100.0,130,4.0,3711.0
Maison 104m² à carnac,https://www.etreproprio.com/immobilier-22621762-vente-maison-104m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,470250.0,Carnac 56340,104.0,510,4.0,4522.0
Maison 97m² à carnac,https://www.etreproprio.com/immobilier-22421401-vente-maison-97m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,655200.0,Carnac 56340,97.0,312,5.0,6755.0
Propriété d’exception à carnac avec piscine et parc arboré,https://www.etreproprio.com/immobilier-22608424-vente-propriete-d-exception-a-carnac-avec-piscine-et-parc-arbore-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,1153000.0,Carnac 56340,250.0,7 000,8.0,4612.0
À vendre carnac maison de charme en pierre dans hameau tranquille - 77.47m² habitables - 89.74 au sol,https://www.etreproprio.com/immobilier-22592672-vente-a-vendre-carnac-maison-de-charme-en-pierre-dans-hameau-tranquille-7747m-habitables-8974-au-sol-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,399000.0,Carnac 56340,77.0,176,3.0,5182.0
Coup de coeur carnac : hameau au calme. maison de charme en pierres (77 m²),https://www.etreproprio.com/immobilier-22593203-vente-coup-de-coeur-carnac-hameau-au-calme-maison-de-charme-en-pierres-77-m-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,399000.0,Carnac 56340,77.0,176,4.0,5182.0
Propriété d’exception à carnac avec piscine et parc arboré,https://www.etreproprio.com/immobilier-22590482-vente-propriete-d-exception-a-carnac-avec-piscine-et-parc-arbore-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,1153000.0,Carnac 56340,250.0,6 943,8.0,4612.0
Maison 250m² à carnac,https://www.etreproprio.com/immobilier-22549554-vente-maison-250m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g3#list,1144000.0,Carnac 56340,250.0,6 943,11.0,4576.0
56340 - carnac - centre-ville - 6 pièces - 4 chambres - 106.0m2,https://www.etreproprio.com/immobilier-22483785-vente-56340-carnac-centre-ville-6-pieces-4-chambres-1060m2-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g4#list,532000.0,Carnac 56340,106.0,499,6.0,5019.0
"A vendre carnac campagne maison  2 - 3 chambres four à pain, jardin de 200m²  - 56340 carnac",https://www.etreproprio.com/immobilier-22237471-vente-a-vendre-carnac-campagne-maison-2-3-chambres-four-a-pain-jardin-de-200m-56340-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g4#list,346500.0,Carnac 56340,93.0,323,5.0,3726.0
Vente maison carnac(56340) 1 390 000ï¿œ,https://www.etreproprio.com/immobilier-21997145-vente-vente-maison-carnac56340-1-390-000i-oe-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g4#list,1390000.0,Carnac 56340,180.0,709,7.0,7722.0
Achat vente  carnac ville - maison t6 au calme d'une impasse et à proximité des commerces et services - 56340,https://www.etreproprio.com/immobilier-21755108-vente-achat-vente-carnac-ville-maison-t6-au-calme-d-une-impasse-et-a-proximite-des-commerces-et-services-56340-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g4#list,592800.0,Carnac 56340,94.0,684,6.0,6306.0
Maison 160m² à carnac,https://www.etreproprio.com/immobilier-21349664-vente-maison-160m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g4#list,535600.0,Carnac 56340,160.0,11 000,7.0,3348.0
Maison 101m² à carnac,https://www.etreproprio.com/immobilier-21419738-vente-maison-101m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g4#list,532000.0,Carnac 56340,101.0,570,6.0,5267.0
Maison carnac - plage de st colomban,https://www.etreproprio.com/immobilier-20990907-vente-maison-carnac-plage-de-st-colomban-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g4#list,850000.0,Carnac 56340,139.0,415,8.0,6115.0
Maison 80m² à carnac,https://www.etreproprio.com/immobilier-20224217-vente-maison-80m-a-carnac-carnac,56034,https://www.etreproprio.com/annonces/th.lc56034-r0.odd.g4#list,364000.0,Carnac 56340,80.0,290,3.0,4550.0
